"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"fl_em_operacao";"SITUAÇÃO";"ATIVIDADE";"TIPOATIVIDADE";"ESTRUTURA BÁSICA";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"COMPLEMENTO";"TELEFONE";"EMAIL_INSTITUCIONAL";"EMAIL_COMERCIAL";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CNAE";"SEGMENTOS TURISTICOS";"LINGUAS";"UH";"UHs ACESSÍVEIS";"TOTAL DE LEITOS"
POUSADA CAPITAL DAS AGUAS LTDA;POUSADA  CAPITAL DAS AGUAS;"73521502000131";Sociedade Empresária Limitada;1993-10-19;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"57035852";AL;Maceió;Jatiúca;Ferroviário Manoel Gonçalves Filho;;(82)3355-8079;robermilk@uol.com.br;reservas@capitaldasaguas.com.br;www.capitaldasaguas.com.br;"23/02/2018";"23/02/2020";"73521502000131";"5510801 - HOTÉIS";;;21;0;50
SAN RAFAEL PALACE HOTEL LTDA;SAN RAFAEL HOTEL;"73851545000185";Sociedade Empresária Limitada;1993-11-17;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"83203060";PR;Paranaguá;Centro Histórico;Júlia da Costa;;(41)3423-2123;sanrafaelhotel@uol.com.br;sanrafaelhotel@uol.com.br;www.sanrafaelhotel.com.br;"25/10/2017";"25/10/2019";"73851545000185";"5510801 - HOTÉIS";; Espanhol | Inglês;45;4;75
POUSADA DEL MARES LTDA;POUSADA DEL MARES;"73857831000158";Sociedade Empresária Limitada;1993-12-09;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"53990000";PE;Fernando de Noronha;;Sem Logradouro;;(81)3619-1243;reservas@pousadadelmares.com.br;reservas@pousadadelmares.com.br;www.pousadadelmares.com.br;"27/03/2018";"27/03/2020";"73857831000158";"5510801 - HOTÉIS";; Espanhol;7;0;15
POUSADA DO VALE LTDA;POUSADA DO VALE;"73857898000192";Sociedade Empresária Limitada;1993-12-09;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"53990000";PE;Fernando de Noronha;;Sem Logradouro;;(81)3619-1293;info@pousadadovale.com;info@pousadadovale.com;www.pousadadovale.com;"27/03/2018";"27/03/2020";"73857898000192";"5510801 - HOTÉIS";; Espanhol | Francês | Inglês | Italiano;12;0;24
POUSADA DO MORRO LTDA;POUSADA DO MORRO;"74042896000108";Sociedade Empresária Limitada;1994-01-13;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"88495000";SC;Garopaba;;Sem Logradouro;;(48)3254-0098;pousadadomorro.garopaba@gmail.com;pousadadomorro.garopaba@gmail.com;www.pousadadomorro.com.br;"06/02/2018";"06/02/2020";"74042896000108";"5510801 - HOTÉIS";; Alemão | Espanhol | Francês | Inglês;16;0;40
HOTEL SANTA MARIA DE CAMPO MOURAO LTDA;HARBOR INN SANTA MARIA HOTEL;"75868562000150";Sociedade Empresária Limitada;1966-08-23;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"87300380";PR;Campo Mourão;Centro;Harrison José Borges;;(44)3523-2244;g.santamaria@harborhoteis.com.br;g.santamaria@harborhoteis.com.br;www.harborhoteis.com.br;"03/04/2018";"03/04/2020";"75868562000150";"5510801 - HOTÉIS";; Espanhol | Inglês;66;1;108
GUAIRA PALACE HOTEL LTDA;GUAIRA PALACE HOTEL;"76514819000139";Sociedade Empresária Limitada;1966-08-29;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"80010030";PR;Curitiba;Centro;Rui Barbosa;;(41)3201-2000;OSSAMUKUBO@ONDA.COM.BR;OSSAMUKUBO@ONDA.COM.BR;WWW.GUAIRAPALACEHOTEL.COM.BR;"20/02/2018";"20/02/2020";"76514819000139";"5510801 - HOTÉIS";; Inglês | Japonês;90;0;181
MORRO DAS PEDRAS CLUBE HOTEL HOTELARIA E O TURISMO LTDA;MORRO DAS PEDRAS PRAIA HOTEL;"76609502000186";Sociedade Empresária Limitada;1983-04-13;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"88066100";SC;Florianópolis;Morro das Pedras;Manoel Pedro Vieira, 550;;(48)3237-9583;HOTEL@MORRODASPEDRAS.COM;hotel@morrodaspedras.com;www.morrodaspedras.com;"10/04/2018";"10/04/2020";"76609502000186";"5510801 - HOTÉIS";; Espanhol | Inglês;48;2;120
HOTEL BLUMENAU LTDA;NOVO HOTEL BLUMENAU;"77380681000195";Sociedade Empresária Limitada;1977-02-04;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"80510000";PR;Curitiba;São Francisco;Inácio Lustosa;;(41)3224-8777;contato@blumenauhotel.com.br;contato@blumenauhotel.com.br;www.blumenauhotel.com.br;"19/01/2018";"19/01/2020";"77380681000195";"5510801 - HOTÉIS";; Espanhol | Inglês;38;0;92
HOTEL CARIMA LTDA;CARIMÃ HOTEL & CONVENTION;"77758324000118";Sociedade Empresária Limitada;1967-09-25;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"85853000";PR;Foz do Iguaçu;Vila Yolanda;das Cataratas;;(45)3521-3000;carima@hotelcarima.com.br;carima@hotelcarima.com.br;www.hotelcarima.com.br;"15/03/2018";"15/03/2020";"77758324000118";"5510801 - HOTÉIS";; Espanhol | Inglês | Russo;313;7;920
HOTEL SANTA FE LTDA;HOTEL SANTA FÉ;"78046729000196";Sociedade Empresária Limitada;1979-03-30;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"84070000";PR;Ponta Grossa;Nova Rússia;Ernesto Vilela;;(42)3225-2202;eliane_penteado_55@hotmail.com;eliane_penteado_55@hotmail.com;;"27/02/2018";"27/02/2020";"78046729000196";"5510801 - HOTÉIS";;;35;0;70
M L LEITE & CIA LTDA;M L LEITE & CIA LTDA;"78418928000188";Sociedade Empresária Limitada;1984-06-28;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"85863370";PR;Foz do Iguaçu;Jardim Itamaraty;Gustavo Dobrandino da Silva;;(45)3573-5050;atendimento3@conadfoz.com.br;atendimento3@conadfoz.com.br;;"27/03/2018";"27/03/2020";"78418928000188";"5510801 - HOTÉIS";; Português;31;1;60
HOTEIS VALERIM LTDA;HOTEL VALERIM PLAZA;"79021218000182";Sociedade Empresária Limitada;1985-11-28;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"88010001";SC;Florianópolis;Centro;Felipe Schmidt;;(48)2106-0200;gerencia.plaza@hotelvalerim.com.br;gerencia.plaza@hotelvalerim.com.br;www.hotelvalerim.com.br;"09/02/2018";"09/02/2020";"79021218000182";"5510801 - HOTÉIS";; Espanhol | Inglês;105;4;216
RP HOTEIS LTDA;RP HOTEIS LTDA;"79498275000157";Sociedade Empresária Limitada;1986-08-07;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"88054000";SC;Florianópolis;Canasvieiras;Madre Maria Vilac;;(48)3722-1172;financeiro@mocambique.com.br;financeiro@mocambique.com.br;;"01/02/2018";"01/02/2020";"79498275000157";"5510801 - HOTÉIS";; Espanhol | Inglês;22;2;66
BORA BORA POUSADA LTDA;BORA BORA POUSADA LTDA - EPP;"79662128000170";Sociedade Empresária Limitada;1986-09-30;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"88215000";SC;Bombinhas;;Sem Logradouro;;(47)3369-0435;comercial@boraborapousada.com.br;comercial@boraborapousada.com.br;www.boraborapousada.com.br;"10/01/2018";"10/01/2020";"79662128000170";"5510801 - HOTÉIS";; Espanhol | Inglês;64;1;323
HOTEL INTER LTDA;EURO HOTEL;"80313364000160";Sociedade Empresária Limitada;1987-10-08;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"80010200";PR;Curitiba;Centro;João Negrão;;(41)3322-3116;eurohotel@eurohotel.com.br;eurohotel@eurohotel.com.br;www.eurohotel.com.br;"23/02/2018";"23/02/2020";"80313364000160";"5510801 - HOTÉIS";; Inglês;57;0;110
HOTEL VILLA CANOAS LTDA;HOTEL VILLA CANOAS;"80351711000140";Sociedade Empresária Limitada;1987-11-18;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"85851200";PR;Foz do Iguaçu;Centro;República Argentina;;(45)3028-6652;marcio@hotelvillacanoas.com.br;marcio@hotelvillacanoas.com.br;www.hotelvillacanoas.com.br;"23/02/2018";"23/02/2020";"80351711000140";"5510801 - HOTÉIS";; Espanhol | Inglês;29;0;70
ATRIO HOTEIS S.A.;ATRIO HOTEIS S.A.;"80732928000523";Sociedade Anônima Fechada;2003-11-27;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"89201400";SC;Joinville;Centro;Nove de Março;;(47)3489-9000;h5633-re@accor.com.br;h5633-re@accor.com.br;;"22/02/2018";"22/02/2020";"80732928000523";"5510801 - HOTÉIS";; Espanhol | Inglês;126;2;252
ATRIO HOTEIS S.A.;IBIS CURITIBA AEROPORTO;"80732928000604";Sociedade Anônima Fechada;2005-05-02;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"83015000";PR;São José dos Pinhais;Ouro Fino;BR-376;;(41)2109-6650;h3736-gm@accor.com.br;h3736-gm@accor.com.br;WWW.IBIS.COM.BR;"22/02/2018";"22/02/2020";"80732928000604";"5510801 - HOTÉIS";; Espanhol | Inglês;114;2;228
ATRIO HOTEIS S.A.;ATRIO HOTEIS S.A.;"80732928000795";Sociedade Anônima Fechada;2005-07-25;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"88815060";SC;Criciúma;Próspera;Gabriel Zanette;;(47)3372-5800;h3624-gm@accor.com.br;h3624-gm@accor.com.br;;"22/02/2018";"22/02/2020";"80732928000795";"5510801 - HOTÉIS";; Espanhol | Inglês;110;2;220
ATRIO HOTEIS S.A.;ATRIO HOTEIS S.A.;"80732928001252";Sociedade Anônima Fechada;2010-01-21;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"90570140";RS;Porto Alegre;Moinhos de Vento;Marquês do Herval;;(51)2112-2772;h6664-re@accor.com.br;h6664-re@accor.com.br;;"27/02/2018";"27/02/2020";"80732928001252";"5510801 - HOTÉIS";; Espanhol | Inglês;154;3;308
ATRIO HOTEIS S.A.;ATRIO HOTEIS S.A.;"80732928001333";Sociedade Anônima Fechada;2011-03-17;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"90200310";RS;Porto Alegre;Anchieta;Severo Dullius;;(51)3302-7600;h6665-re@accor.com.br;h6665-re@accor.com.br;;"27/02/2018";"27/02/2020";"80732928001333";"5510801 - HOTÉIS";; Espanhol | Inglês;166;2;332
ATRIO HOTEIS S.A.;ATRIO HOTÉIS S/A;"80732928001503";Sociedade Anônima Fechada;2011-12-13;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"92310300";RS;Canoas;Centro;Mathias Velho;;(51)3507-2177;h8273-gl@accor.com.br;h8273-gl@accor.com.br;;"27/02/2018";"27/02/2020";"80732928001503";"5510801 - HOTÉIS";; Espanhol | Inglês;132;3;264
ATRIO HOTEIS S.A.;IBIS LONDRINA;"80732928001767";Sociedade Anônima Fechada;2013-04-10;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"86010342";PR;Londrina;Centro;Martiniano do Valle Filho;;(43)3302-8400;h8664-gm@accor.com.br;h8664-gm@accor.com.br;;"22/02/2018";"22/02/2020";"80732928001767";"5510801 - HOTÉIS";; Espanhol | Inglês;132;3;284
ATRIO HOTEIS S.A.;IBIS CASCAVEL;"80732928001929";Sociedade Anônima Fechada;2013-11-11;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"85810011";PR;Cascavel;Centro;Paraná;;(45)2101-9800;h7826-re@accor.com.br;h7826-re@accor.com.br;;"23/02/2018";"23/02/2020";"80732928001929";"5510801 - HOTÉIS";; Espanhol | Inglês;102;2;204
ATRIO HOTEIS S.A.;IBIS PORTO ALEGRE ASSIS BRASIL;"80732928002062";Sociedade Anônima Fechada;2013-12-27;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"91140000";RS;Porto Alegre;Sarandi;Assis Brasil;;(51)4009-4888;h9087-gm@accor.com.br;h9087-gm@accor.com.br;;"27/02/2018";"27/02/2020";"80732928002062";"5510801 - HOTÉIS";; Espanhol | Inglês;150;3;300
ATRIO HOTEIS S.A.;IBIS BUDGET FOZ DO IGUAÇU;"80732928003468";Sociedade Anônima Fechada;2017-08-10;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"85852016";PR;Foz do Iguaçu;Vila Maracanã;República Argentina;;(47)3461-1811;h9956-re@accor.com;h9956-re@accor.com;;"09/01/2018";"09/01/2020";"80732928003468";"5510801 - HOTÉIS";; Espanhol | Inglês;132;12;324
DEVILLE HOTEIS E TURISMO LTDA;DEVILLE PORTO ALEGRE;"81071623000408";Sociedade Empresária Limitada;1999-07-07;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"90200001";RS;Porto Alegre;Anchieta;dos Estados;;(51)3373-5000;reservas.poa@deville.com.br;reservas.poa@deville.com.br;www.deville.com.br;"08/03/2018";"08/03/2020";"81071623000408";"5510801 - HOTÉIS";; Alemão | Espanhol | Inglês;236;6;344
DEVILLE HOTEIS E TURISMO LTDA;HOTEL DEVILLE PRIME SALVADOR;"81071623000661";Sociedade Empresária Limitada;2009-08-03;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"41620430";BA;Salvador;Itapuã;Rua Passárgada;;(71)2106-8500;ADMIN.SSA@DEVILLE.COM.BR;admin.ssa@deville.com.br;WWW.DEVILLE.COM.BR;"06/03/2018";"06/03/2020";"81071623000661";"5510801 - HOTÉIS";; Inglês;206;2;412
PROCHNOW HOTEL E TURISMO LTDA;HOTEL BLUMENAU;"81610263000114";Sociedade Empresária Limitada;1989-12-11;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"88330756";SC;Balneário Camboriú;Centro;"1001";;(47)3263-7500;administracao@hotelblumenau.com.br;administracao@hotelblumenau.com.br;;"09/02/2018";"09/02/2020";"81610263000114";"5510801 - HOTÉIS";; Alemão | Espanhol | Inglês;114;0;250
CEDRO HOTEL LTDA;CEDRO HOTEL;"82486234000155";Sociedade Empresária Limitada;1991-05-03;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"86020000";PR;Londrina;Vila Ipiranga;Juscelino Kubitschek;;(43)3315-7000;reservas@cedrohotel.com.br;reservas@cedrohotel.com.br;www.cedrohotel.com.br;"20/02/2018";"20/02/2020";"82486234000155";"5510801 - HOTÉIS";; Inglês;130;1;272
MARAMBAIA HOTEL S.A.;MARAMBAIA HOTEL;"83114785000150";Sociedade Anônima Fechada;1972-05-05;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"88330003";SC;Balneário Camboriú;Centro;Atlântica;;(47)2103-4099;mch@marambaia.com.br;mch@marambaia.com.br;www.marambaia.com.br;"18/01/2018";"18/01/2020";"83114785000150";"5510801 - HOTÉIS";; Espanhol | Inglês;125;1;315
ANTARES CLUB S.A HOTEL LAGOINHA;ANTARES CLUB SA HOTEL LAGOINHA;"83480343000128";Sociedade Anônima Fechada;1978-01-05;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"88056750";SC;Florianópolis;Ponta das Canas;Jornalista Jaime de Arruda Ramos;;(48)3284-1226;katia.silva@antareslagionha.com;katia.silva@antareslagionha.com;www.lagoinhahotel.com.br;"10/01/2018";"10/01/2020";"83480343000128";"5510801 - HOTÉIS";; Espanhol | Inglês | Italiano;43;0;140
TAMOYO EMPREENDIMENTOS HOTELEIROS LIMITADA;SANDRI PALACE HOTEL;"83741876000205";Sociedade Empresária Limitada;1980-11-13;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"88309480";SC;Itajaí;São Vicente;Palhoça;;(47)2103-1000;hotelsandri@hotelsandri.com.br;hotelsandri@hotelsandri.com.br;WWW.HOTELSANDRI.COM.BR;"16/02/2018";"15/02/2020";"83741876000205";"5510801 - HOTÉIS";; Espanhol | Inglês;168;10;410
TAMOYO EMPREENDIMENTOS HOTELEIROS LIMITADA;SANDRI CITY HOTEL;"83741876000469";Sociedade Empresária Limitada;1986-10-21;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"88330530";SC;Balneário Camboriú;Centro;"1400";;(47)3367-0284;hotelsandri@hotelsandri.com.br;hotelsandri@hotelsandri.com.br;www.hotelsandri.com.br;"16/02/2018";"15/02/2020";"83741876000469";"5510801 - HOTÉIS";;;70;0;212
POUSADA TRES NACOES LTDA;POUSADA TRÊS NAÇÕES LTDA-ME;"84048107000108";Sociedade Empresária Limitada;1994-04-18;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"69303445";RR;Boa Vista;São Vicente;Ville Roy;;(95)3224-3439;juniodabraspeas@hotmail.com;juniodabraspeas@hotmail.com;;"31/01/2018";"31/01/2020";"84048107000108";"5510801 - HOTÉIS";; Espanhol;19;0;42
MALOCAS JUNGLE LODGE HOTEIS LTDA;MALOCAS;"84088368000143";Sociedade Empresária Limitada;1992-08-21;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"69117000";AM;Rio Preto da Eva;;Sem Logradouro;;(92)3648-0119;malocas@osite.com.br;malocas@osite.com.br;www.malocas.com;"28/02/2018";"28/02/2020";"84088368000143";"5510801 - HOTÉIS";; Alemão | Espanhol | Francês | Inglês | Italiano;13;1;26
T C S CARVALHO;VIVA ACRE;"84319193000138";Empresário (Individual);1993-06-23;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"69901160";AC;Rio Branco;Adalberto Aragão;Marte;;(68)9999-9487;vivacreteresa@gmail.com;vivacreteresa@gmail.com;;"28/06/2017";"28/06/2019";"84319193000138";"5510801 - HOTÉIS";; Espanhol | Inglês;10;0;25
MELCIDES NUNES DE OLIVEIRA;HOTEL CEUS DE RONDONIA;"84579127000105";Empresário Individual;1993-01-21;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"78905590";RO;Porto Velho;;Sem Logradouro;;(69)3225-3012;hotelceusderondonia@hotmail.com;hotelceusderondonia@hotmail.com;;"20/02/2018";"20/02/2020";"84579127000105";"5590601 - ALBERGUES, EXCETO ASSISTENCIAIS";;;31;0;32
RICHARD HOTEL LTDA;RICHARD HOTEL;"84598333000154";Sociedade Empresária Limitada;1993-04-27;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"76804044";RO;Porto Velho;São Cristóvão;Getúlio Vargas;;(69)3224-5554;RICHARDHOTEL@UOL.COM.BR;RICHARDHOTEL@UOL.COM.BR;;"16/02/2018";"15/02/2020";"84598333000154";"5510801 - HOTÉIS";;;36;1;50
W & C SERVICOS POSTAIS LTDA;YVES HOTEL;"84630904000190";Sociedade Empresária Limitada;1994-01-14;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"76820136";RO;Porto Velho;Nova Porto Velho;Dom Pedro II;;(69)3222-0060;wanderleydesiqueira@outloo.com;wanderleydesiqueira@outloo.com;;"20/02/2018";"20/02/2020";"84630904000190";"5510801 - HOTÉIS";;;49;4;64
HOTEL ALPENROSE LTDA;HOTEL ALPENROSE;"85389526000168";Sociedade Empresária Limitada;1992-09-14;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"89650000";SC;Treze Tílias;;Sem Logradouro;;(49)3537-0273;reservas@hotelalpenrose.com.br;reservas@hotelalpenrose.com.br;;"25/01/2018";"25/01/2020";"85389526000168";"5510801 - HOTÉIS";; Alemão | Inglês | Italiano;30;0;70
HOTEL POUSADA JOAO DE BARRO LTDA;HOTEL POUSADA JOAO DE BARRO LTDA;"85908416000165";Sociedade Empresária Limitada;1971-05-02;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"89295000";SC;Rio Negrinho;;Sem Logradouro;;(47)3644-2325;pousada@joaodebarro.tur.br;pousada@joaodebarro.tur.br;;"16/03/2018";"16/03/2020";"85908416000165";"5510801 - HOTÉIS";; Alemão | Inglês;26;26;60
GRAVATAL HOTEIS DE TURISMO S A;HOTEL INTERNACIONAL DO GRAVATAL;"86443454000152";Sociedade Anônima Fechada;1969-08-25;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"88735000";SC;Gravatal;;Sem Logradouro;;(48)3648-8155;administrativo@hotelinternacionalgravatal.com.br;administrativo@hotelinternacionalgravatal.com.br;www.hotelinternacionalgravatal.com.br;"19/01/2018";"19/01/2020";"86443454000152";"5510801 - HOTÉIS";; Espanhol | Inglês;118;1;320
GRACILIANO GOMES DE ARAUJO FILHO;HOTEL JARDIM IMPERIAL;"86456977000133";Empresário (Individual);1994-05-09;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37440000";MG;Caxambu;;Sem Logradouro;;(35)3341-4111;;;;"09/03/2018";"09/03/2020";"86456977000133";"5510801 - HOTÉIS";; Espanhol | Inglês;30;0;75
SUMMER HOTEL LTDA;SUMMER HOTEL;"86751690000136";Sociedade Empresária Limitada;1994-02-02;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"28930000";RJ;Arraial do Cabo;;Sem Logradouro;;(22)2622-1106;CONTATO@SUMMERHOTEL.COM.BR;CONTATO@SUMMERHOTEL.COM.BR;WWW.SUMMERHOTEL.COM.BR;"21/02/2018";"21/02/2020";"86751690000136";"5510801 - HOTÉIS";; Espanhol | Inglês;25;0;62
FERNANDO LEDERES & FILHOS LTDA;HOTEL SÃO LUIZ;"87459525000178";Sociedade Empresária Limitada;1981-05-14;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"97300000";RS;São Gabriel;;Sem Logradouro;;(55)3232-7100;hsluiz@hotmail.com;hsluiz@hotmail.com;WWW.HSLUIZ.COM.BR;"15/02/2018";"15/02/2020";"87459525000178";"5510801 - HOTÉIS";; Espanhol;130;0;300
HOTEL POUSADA DA NEVE LTDA;HOTEL POUSADA DA NEVE;"90562638000109";Sociedade Empresária Limitada;1986-01-14;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"95150000";RS;Nova Petrópolis;;Sem Logradouro;;(54)3281-1354;pousadadaneve@pousadadaneve.com.br;pousadadaneve@pousadadaneve.com.br;www.pousadadaneve.com.br;"17/01/2018";"17/01/2020";"90562638000109";"5510801 - HOTÉIS";; Alemão | Espanhol;24;0;56
PLATAMON PARTICIPACOES E EMPREENDIMENTOS LTDA;MASTER EXPRESS ALBERTO BINS;"91046284001265";Sociedade Empresária Limitada;2000-12-08;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"90030140";RS;Porto Alegre;Centro Histórico;Alberto Bins;;(51)3025-4000;reservas@masterhoteis.com.br;reservas@masterhoteis.com.br;;"12/01/2018";"12/01/2020";"91046284001265";"5510801 - HOTÉIS";; Inglês;62;2;139
VILLA BELLA HOTEIS E TURISMO LTDA;VILLA BELLA GRAMADO  HOTEL;"91073767000104";Sociedade Empresária Limitada;1986-07-17;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"95670000";RS;Gramado;;Sem Logradouro;;(54)3295-8100;reservas@hotelvillabella.com.br;reservas@hotelvillabella.com.br;WWW.HOTELVILLABELLA.COM.BR;"15/02/2018";"15/02/2020";"91073767000104";"5510801 - HOTÉIS";; Espanhol | Inglês;99;8;259
HOTEL RECANTO DA SERRA LTDA;HOTEL RECANTO DA SERRA;"91214759000122";Sociedade Empresária Limitada;1986-09-30;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"95670000";RS;Gramado;;Sem Logradouro;;(54)3286-2450;recantodaserra@recantodaserra.com.br;recantodaserra@recantodaserra.com.br;www.recantodaserra.com.br;"17/01/2018";"17/01/2020";"91214759000122";"5510801 - HOTÉIS";; Espanhol | Inglês | Russo;83;5;220
HOTEL ALPESTRE LTDA;HOTEL ALPESTRE;"91321885000186";Sociedade Empresária Limitada;1986-11-11;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"95670000";RS;Gramado;;Rua Leopoldo Rosenfelt, 67;Bairro Planalto;(54)3286-1311;financeiro@hotelalpestre.com.br;financeiro@hotelalpestre.com.br;www.hotelalpestre.com.br;"03/04/2018";"03/04/2020";"91321885000186";"5510801 - HOTÉIS";; Alemão | Espanhol | Inglês;146;2;420
HOTEL CANTO BELO LTDA;HOTEL CANTO BELO;"92160647000107";Sociedade Empresária Limitada;1988-06-07;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"95670000";RS;Gramado;;Sem Logradouro;;(54)3286-2750;HOTELCANTOBELO@VIA-RS.NET;HOTELCANTOBELO@VIA-RS.NET;www.cantobelo.com.br;"26/02/2018";"26/02/2020";"92160647000107";"5510801 - HOTÉIS";; Espanhol | Inglês | Italiano;16;0;40
HOTEL SAVOY INDUSTRIA HOTELEIRA EIRELI;HOTEL SAVOY;"92917277000100";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);1969-05-09;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"90020024";RS;Porto Alegre;Centro Histórico;Borges de Medeiros;;(51)3085-3400;savoy@hotelexpress.tur.br;savoy@hotelexpress.tur.br;;"30/01/2018";"30/01/2020";"92917277000100";"5510801 - HOTÉIS";; Espanhol | Inglês;45;0;90
ZULMA DA COSTA CHAVES RIVERO;RIVERO HOTEL;"95077566000128";Empresário (Individual);1993-03-05;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"96255000";RS;Chuí;;Sem Logradouro;;(53)3265-1287;riverohotel@gmail.com;riverohotel@gmail.com;;"03/01/2018";"03/01/2020";"95077566000128";"5510801 - HOTÉIS";; Espanhol;25;0;40
QUINTA DA ESTANCIA GRANDE SITIO EDUCACIONAL LTDA;QUINTA DA ESTÂNCIA;"95269387000192";Sociedade Empresária Limitada;1993-09-14;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"94410970";RS;Viamão;Centro;AC Viamão;;(51)3485-1276;lucas@quintadaestancia.com.br;lucas@quintadaestancia.com.br;www.quintadaestancia.com.br;"23/02/2018";"23/02/2020";"95269387000192";"5510801 - HOTÉIS";; Espanhol | Francês | Inglês;11;0;240
B M M EMPREENDIMENTOS TURISTICOS LTDA - ME;RIO SOL HOTEL;"97532763000115";Sociedade Empresária Limitada;2011-07-04;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"48904580";BA;Juazeiro;;Sem Logradouro;;(74)3611-9481;diretoria@rapporthotel.com.br;diretoria@rapporthotel.com.br;www.rapporthotel.com.br;"28/03/2017";"28/03/2019";"97532763000115";"5510801 - HOTÉIS";; Inglês;54;1;110
ENI TERESINHA DRAGHETTI;POUSADA TIA ENI;"97537440000114";Empresário (Individual);2011-07-06;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"95670000";RS;Gramado;;Sem Logradouro;;(54)3328-3548;reservas@pousadatiaeni.com.br;reservas@pousadatiaeni.com.br;;"12/03/2018";"12/03/2020";"97537440000114";"5510801 - HOTÉIS";;;10;1;30
MAGNA DINIZ HOTEL E TURISMO LTDA;GRAN MAREIRO HOTEL;"97538493000150";Sociedade Empresária Limitada;2011-06-30;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"60177325";CE;Fortaleza;De Lourdes;Oswaldo Araújo;;(85)3104-7200;gerencia@mareiro.com.br;gerencia@mareiro.com.br;www.granmareiro.com.br;"01/03/2018";"01/03/2020";"97538493000150";"5510801 - HOTÉIS";; Espanhol | Inglês;270;14;942
